Código	Estado	Região	2016	2017	2018	2019	2020	2021	2022
2928059	BA	NE	33.69442749	28.9372673	28.96982765	28.9455471	28.95974541	33.87388992	35.12645721
2510105	PB	NE	33.69442749	33.76452255	28.98000526	33.82089996	33.88211441	38.79138184	39.5593071
2301703	CE	NE	33.69446945	33.77113724	33.86268997	33.84143829	33.85617828	38.78004456	35.13941193
2307403	CE	NE	33.69457245	33.7686615	33.82881546	33.86749649	33.88481522	33.90560913	35.12352753
2705101	AL	NE	33.69459534	28.9379921	28.97237206	28.94628334	28.95119858	28.97842407	26.29021645
2614808	PE	NE	33.69461441	33.77536392	28.97280121	28.95917511	33.81043243	33.85174942	35.14742279
3138708	MG	SD	33.69466782	38.71612549	33.82271576	33.81612015	33.84776306	38.8468399	35.12763214
2103307	MA	NE	33.69486618	33.77682877	28.98015022	33.79679871	33.82543945	33.87083054	30.70536423
2311264	CE	NE	33.69491959	33.76864624	28.97275543	33.79270935	33.81668091	33.85457611	30.6896286
2917904	BA	NE	33.69498444	28.93522453	28.9691906	28.95124245	28.97013474	28.99952698	26.29197502
2101707	MA	NE	33.69503403	28.93649101	28.97197533	33.78924179	33.82044601	33.84929657	26.29146194
4314068	RS	SL	33.69504547	38.71683502	38.77429581	38.76472092	38.78622437	38.82095337	39.57152557
2300150	CE	NE	33.69507599	33.80509186	33.86542892	33.85482407	38.75320053	33.89704514	35.15701294
2303956	CE	NE	33.69510269	33.76577377	28.97309113	28.95795631	33.84308243	33.90551758	35.14499664
2902252	BA	NE	33.69514847	28.93870735	28.97641182	28.95548439	28.96784973	33.86258698	35.1448288
2912707	BA	NE	33.69516373	28.9385643	28.97793961	33.80351639	33.84186554	28.98363304	26.28672981
3108255	MG	SD	33.69532013	28.93635559	28.97057343	28.94961357	28.96481895	28.99224663	30.69003105
2923209	BA	NE	33.69534302	28.93525505	28.97922516	28.95111465	28.94579506	28.99972343	30.69868088
2707503	AL	NE	33.69541168	28.93311501	28.96750069	28.94831085	28.9522934	28.96866798	26.27989578
2402709	RN	NE	33.69543457	28.92970085	33.8274498	33.81592178	33.86859894	33.90862656	39.55754471
2906899	BA	NE	33.69543839	33.77472687	33.81512451	33.79265594	33.81031799	33.88612747	35.11995697
2405306	RN	NE	33.69561005	28.93825531	28.9776783	28.95114136	28.96521568	33.84187698	30.70622253
1301605	AM	NO	33.6956749	28.93758011	28.97658348	28.96023369	28.97762299	28.99484062	39.58578873
2210656	PI	NE	33.69570541	28.93499565	28.9674015	28.9558506	28.97476959	33.85450363	26.29807091
3155603	MG	SD	33.69578934	33.76404572	28.97807503	33.8061676	33.82012177	33.84939194	30.683815
2615607	PE	NE	33.69581223	33.76976395	33.81413269	33.79505157	33.82640076	33.86384964	35.14292908
2929008	BA	NE	33.69591522	33.76674652	33.81077957	33.83623505	33.81903076	33.87181854	30.70585632
5106158	MT	CO	33.69595718	33.79562759	33.83538437	33.81080627	33.84715271	38.79618835	39.5901413
2100873	MA	NE	33.69598389	28.92742729	28.96011925	28.93989182	28.94090652	28.96866798	30.68874931
5220009	GO	CO	33.69605637	33.83748245	33.85678864	33.82320786	33.82908249	33.86588669	30.69931412
2907707	BA	NE	33.69618607	33.77309418	28.97412109	28.95600128	33.82023621	33.87818909	39.56136703
2313757	CE	NE	33.69639587	28.93527412	28.96818352	28.95630264	33.80922318	38.87550354	30.69892883
2506202	PB	NE	33.69644165	33.77629471	28.94882774	28.92504501	28.94090652	33.90564728	39.58221436
2932309	BA	NE	33.69648743	28.93886375	28.97505569	28.95541763	28.97841454	33.86659241	30.70567703
1600808	AP	NO	33.69655228	28.92681694	28.95799255	28.93790627	28.97617149	33.85427094	35.158741
2929107	BA	NE	33.69656372	33.76482391	33.8419075	33.8262558	33.83523941	33.88281631	35.11605072
2104206	MA	NE	33.69678116	28.92869377	28.96130371	28.94248009	28.94975853	28.977211	26.27989578
2600401	PE	NE	33.69678116	28.93068695	28.96708298	28.94647217	28.9640789	29.00038528	26.29408264
2101905	MA	NE	33.69710541	28.92736053	28.96254539	28.94453812	28.95935249	28.9803524	26.27989578
2307635	CE	NE	33.697155	28.93777466	28.97185516	28.95688438	28.96724129	28.99054337	30.69060898
2603306	PE	NE	33.69717026	33.76429367	28.9773159	33.82294083	33.83613205	33.84680939	30.68783951
2304004	CE	NE	33.69727707	33.76551056	33.81256866	28.95752716	28.97214127	28.99838257	26.28570938
3128253	MG	SD	33.6972847	28.91441727	28.94265175	28.92504501	28.94090652	28.96866798	26.27989578
2312205	CE	NE	33.69737244	33.77534485	33.88057709	38.74816132	33.89473724	33.90647507	39.55601501
2506806	PB	NE	33.69749832	28.92730904	33.85342026	33.85087204	33.82351685	33.85509109	30.68523026
2301406	CE	NE	33.69749832	33.79010773	33.85819626	33.80562592	28.96531105	33.87565231	30.71027565
3121001	MG	SD	33.69763565	33.80243301	33.84656143	33.8307724	33.8601265	38.8298111	39.59487152
1501709	PA	NO	33.6978569	33.78105545	33.81391525	33.79298782	33.81640625	33.85791016	30.69127846
2921450	BA	NE	33.69794846	28.93724442	28.97614288	33.79193878	33.81228638	29.006567	26.27989578
4304689	RS	SL	33.69807434	33.78573608	33.82374191	33.84996414	38.76573563	33.89981842	39.58619308
1303809	AM	NO	33.69810486	28.92835808	28.96218109	28.94456291	28.95915985	28.98192215	26.27989578
2600807	PE	NE	33.69810867	33.78097916	33.83695221	33.84320068	33.85643768	38.78284836	35.1318512
2301950	CE	NE	33.6981926	33.7658844	28.96418953	28.94180489	28.96866226	28.98581123	26.28411293
1506401	PA	NO	33.69823456	28.93523407	28.97528648	33.79105759	28.97626114	28.99841118	35.11581421
2702603	AL	NE	33.69854736	33.76762009	28.97758865	28.95610428	28.96114922	33.846138	35.1161232
3156205	MG	SD	33.69860077	43.68528748	43.74108505	43.72503281	43.74145126	43.83433533	44.05604553
2402501	RN	NE	33.69866943	33.78105927	33.81086349	28.96104813	28.97626305	33.91899872	39.60847473
2112233	MA	NE	33.69891739	28.9379921	28.97223282	28.96062851	28.95794868	28.9841404	26.27989578
2613305	PE	NE	33.69894028	28.93917847	28.97271156	28.95434189	28.96959877	33.85773849	30.70182419
2611408	PE	NE	33.69894028	33.81744003	33.86006546	33.83055878	33.86688995	38.83321381	48.51636505
2603702	PE	NE	33.69915771	33.76958084	33.81603241	33.79998398	33.83060455	33.85596848	30.68613052
1503044	PA	NO	33.69942856	33.77331161	33.85351944	33.83063889	33.82788086	29.00170135	26.2878685
2606507	PE	NE	33.69945145	28.93732643	28.97797394	33.80137253	33.82865524	33.86190414	30.70707703
2907004	BA	NE	33.69953537	33.77025986	33.84238815	33.84519958	33.88230896	33.91285706	35.14150238
2701100	AL	NE	33.69959259	28.9399128	28.97378349	28.95759583	33.82143021	28.98798752	26.2807827
2110708	MA	NE	33.69980621	33.77279282	28.97989082	33.78981018	33.82361984	33.90133667	26.28856087
2401206	RN	NE	33.69990921	33.76424789	28.96100616	28.93497086	28.94786644	28.97037315	26.27989578
2924058	BA	NE	33.69993591	33.78807449	33.83150864	33.80916977	33.81137466	33.86025238	30.70475769
2923100	BA	NE	33.69994736	28.92593765	28.95529366	28.92650414	28.94090652	28.96866798	26.27989578
2304269	CE	NE	33.69997406	28.93754005	28.97040176	28.95106125	28.9781971	29.00190544	26.28719139
2605400	PE	NE	33.69998932	33.76977539	28.97689819	28.95871544	33.8175354	33.85336304	30.70230484
2608206	PE	NE	33.69999313	28.9358387	33.81599426	33.79239273	28.94833183	28.96866798	26.27989578
3144656	MG	SD	33.7001152	28.94016838	28.96762085	28.95146179	28.97164726	28.99549675	26.28945351
2511905	PB	NE	33.70013428	28.92544556	33.83743286	28.95648193	28.95960617	28.98741531	26.29278946
2110856	MA	NE	33.70016861	28.92916489	33.85429764	33.83721161	33.87351608	33.90937805	39.55958557
2307908	CE	NE	33.70024872	28.93780518	28.96942329	28.94782257	28.95584488	28.98877525	26.27989578
2506509	PB	NE	33.70030212	33.83042908	33.87158966	28.95970726	33.81151581	33.87278366	35.16008759
1504455	PA	NO	33.70040894	33.76848221	33.81926727	33.81755829	33.83969116	33.89374542	35.12380981
2919801	BA	NE	33.70058823	33.78307343	33.82669067	33.7926712	33.83550644	33.8991127	35.12065506
2803906	SE	NE	33.70062256	33.78193283	33.83256149	33.84092712	33.88261795	38.79384995	30.70554924
2925931	BA	NE	33.70077896	38.691185	38.7567482	38.74356842	33.88041306	38.82715225	39.5646553
2933174	BA	NE	33.70084	28.93924522	33.82398224	33.8075676	33.83479691	33.89065933	30.71066284
2902203	BA	NE	33.70088959	28.9375782	28.96974754	28.9472332	28.96564674	28.96866798	26.27989578
2505709	PB	NE	33.70089722	28.93672943	28.96716118	28.95000267	28.96399307	28.99127197	26.2833271
3160959	MG	SD	33.70095062	33.828125	33.86404419	33.84804153	33.89297867	38.787323	30.71931458
2203453	PI	NE	33.70099258	33.7652092	33.86437225	38.72039795	28.96639061	33.85432816	26.28136635
2206605	PI	NE	33.70103836	28.93827438	28.96759796	28.94792366	28.95966721	28.98850822	26.27989578
2600906	PE	NE	33.70104599	33.78215408	33.83303452	33.81024551	33.82254028	33.88056564	39.57430649
2705606	AL	NE	33.70104599	33.77053833	33.81399918	33.80523682	28.96352577	28.99690819	30.69641685
4300646	RS	SL	33.7010498	38.69530106	38.81604004	43.7224617	43.78191376	48.7654953	53.03420258
3134004	MG	SD	33.70115662	28.92649841	28.9625473	33.80306244	33.83877945	33.86828232	35.13804245
2909604	BA	NE	33.70124435	33.76541138	28.96657562	28.95062065	28.96810722	28.99187279	26.28019524
2507200	PB	NE	33.70125961	33.76882935	33.81880188	28.95547295	28.96509171	28.9974556	30.70371628
2924801	BA	NE	33.70130157	33.78944397	33.83590317	33.81621552	33.83543396	33.88077927	35.14324188
2912202	BA	NE	33.70131683	28.93716812	33.82140732	33.85425949	33.85665894	33.89421463	26.29681778
2313609	CE	NE	33.70132446	33.7684288	33.83385849	38.71606064	38.78686523	38.8316803	39.56971741
2311009	CE	NE	33.70137024	33.77112198	33.83786011	43.68283081	43.7132225	33.91267776	35.15076828
1504422	PA	NO	33.70158386	33.77489853	33.81904221	33.79312897	33.81299591	29.00321388	26.28098869
2614204	PE	NE	33.7017746	28.93004036	28.95985985	28.94553185	28.95432091	28.97451782	26.29481506
2703304	AL	NE	33.70191574	28.93900108	28.96144104	28.94244003	28.96327972	29.00113487	30.69435501
2700409	AL	NE	33.70196533	33.77433395	33.81397247	28.96001244	28.96816063	28.99572372	26.29811287
2605301	PE	NE	33.70203018	33.77344513	33.82184601	33.79794312	33.83897781	33.90209961	30.68683243
3171154	MG	SD	33.70205688	38.73715973	38.78184891	38.76496887	38.79806519	38.8255043	30.69384956
2307106	CE	NE	33.70220947	33.79968262	33.84889603	33.82330322	33.84017944	33.91690063	35.11278915
2702108	AL	NE	33.70222473	33.76652527	28.97995377	33.82696915	33.84074783	33.86580658	35.12583542
2927606	BA	NE	33.7022438	28.93481064	28.974226	33.84583282	33.88827133	33.92805481	35.1301651
2308104	CE	NE	33.70237732	33.78593826	33.82236862	33.79633331	33.83550644	33.90529251	35.13866425
1600279	AP	NO	33.7025795	33.76849747	28.9781208	33.79273987	33.88152695	38.78002548	44.03162384
1506500	PA	NO	33.70273209	33.79003906	33.84261703	33.8271904	33.85782242	33.91821671	35.13084412
2605905	PE	NE	33.70276642	28.93814087	28.97743797	33.79253769	33.8087616	33.84231186	35.13521194
2101509	MA	NE	33.70277023	28.93912697	28.9720726	28.9526062	33.82737732	38.79902649	39.56436539
2904001	BA	NE	33.70284271	33.78560257	33.82701874	33.80302811	33.81980896	33.85103989	26.28685379
2313351	CE	NE	33.70284653	33.7645874	28.97883606	28.95345497	28.97384644	29.00649643	30.6896286
2604205	PE	NE	33.70285797	33.76673889	33.81949234	33.79108047	28.97607231	28.99564934	26.28249359
3155009	MG	SD	33.70286942	33.78992462	28.97801399	28.9613018	28.95655441	43.8310051	57.5785675
2410405	RN	NE	33.70296097	28.93919563	28.98027992	33.79133606	28.97476196	29.00673485	26.27989578
1703842	TO	NO	33.70297241	28.93732262	28.96877861	28.9477787	28.96146584	28.98790932	26.28210068
2910503	BA	NE	33.70307159	33.77209854	33.82409286	33.81167221	33.87075806	33.88650131	30.69425392
2927507	BA	NE	33.70307922	33.77545929	33.83123398	33.81605911	33.82166672	33.86380386	26.28381157
2206407	PI	NE	33.70316315	28.94048309	28.97769928	33.78893661	28.9759388	29.00201988	30.68877983
2601102	PE	NE	33.70318604	33.79320145	33.83050156	33.83824921	33.85897446	33.89814377	39.5984993
2111201	MA	NE	33.70323944	33.80341339	33.85941315	33.83443832	33.85832977	33.8927803	30.68871307
2900207	BA	NE	33.70344162	33.77531433	28.9751606	28.95075989	28.96835518	33.84316254	35.14335632
2705804	AL	NE	33.70347214	28.93799782	28.97248077	28.95288086	28.96728325	28.99401665	26.28276825
1304062	AM	NO	33.70349503	28.93660355	28.96795845	28.95030212	28.95874977	28.98092842	57.5898819
2702553	AL	NE	33.70352936	28.93984413	28.97424126	28.9549427	28.96964645	28.97297859	26.27989578
1507151	PA	NO	33.70355225	33.76841354	33.81237411	33.79859924	33.81552505	33.86946487	30.69145203
2508000	PB	NE	33.70364761	33.77180481	33.84450531	33.84893799	33.87134933	33.88066101	30.71846008
2607000	PE	NE	33.70368195	33.77115631	28.96396828	28.9431839	28.95752525	28.98569107	26.29590225
2200707	PI	NE	33.70375443	28.93834305	28.9687767	28.95921707	28.96435928	28.9906826	26.27989578
1504406	PA	NO	33.70379639	33.78243256	33.83360672	33.81611633	33.84495926	33.89120483	30.68496323
2202091	PI	NE	33.70388794	28.90787888	28.94265175	28.92504501	28.94090652	28.96866798	26.27989578
2111904	MA	NE	33.70395279	33.7677002	28.97591591	28.95782089	28.97410011	28.99040794	26.28644753
2607653	PE	NE	33.70395279	28.94021225	28.97638512	33.78981781	33.82930756	33.85192108	26.28081322
3134608	MG	SD	33.7039566	33.80223465	33.87025452	38.71818542	38.74055862	33.91210938	44.0633812
2108405	MA	NE	33.70397949	28.93133926	28.96315765	28.94404793	28.94373131	28.97085762	26.27989578
1304005	AM	NO	33.70402145	28.93989182	28.97397804	28.95441055	28.9688549	33.85590744	30.68890953
2803401	SE	NE	33.70404053	33.81703568	33.85843658	33.8381958	33.88823318	33.92692947	30.71842194
2922854	BA	NE	33.70413971	28.9398098	28.9741993	28.95482254	28.96968079	29.0022583	26.28768539
2917359	BA	NE	33.70430756	33.76465225	28.9791851	28.96106148	28.97696114	29.00514412	26.28763771
2904100	BA	NE	33.70434189	33.773983	33.81893158	33.80195236	33.81442261	33.84194183	26.2949543
2933406	BA	NE	33.70464706	33.799263	33.85042572	33.83929825	33.87243271	38.83744812	44.07791138
2509800	PB	NE	33.70476151	33.7641983	33.81413651	33.79904938	28.96387863	28.99701118	26.28422165
2918100	BA	NE	33.70484924	33.77698135	33.83486557	33.84965897	33.87269592	33.89508057	30.71674728
2308005	CE	NE	33.70491409	28.94023323	28.9750042	28.95131302	28.9653492	28.99256897	26.2933979
2304301	CE	NE	33.70501328	33.82694244	33.89281464	33.8736763	33.87538528	38.79435349	39.57950211
2701803	AL	NE	33.70505524	28.90787888	28.94265175	28.92504501	28.94090652	28.96866798	26.27989578
2605608	PE	NE	33.70508957	33.77092743	33.83175659	33.80899048	33.82551956	33.85640717	26.2908802
3507456	SP	SD	33.70513153	33.80760956	33.89473724	33.84243774	48.83384705	48.86839676	53.03158188
2313401	CE	NE	33.70518494	33.81311417	33.89679718	38.75527573	38.79576874	38.84576797	39.5569191
2210508	PI	NE	33.70525742	33.78341293	28.96989822	33.81581116	33.84538651	33.92858887	35.12855911
2111953	MA	NE	33.70526123	28.90787888	28.94265175	28.92504501	28.94090652	28.96866798	26.29680824
5106109	MT	CO	33.70526123	33.77002335	33.88265228	33.8077774	33.83752441	33.88103104	35.14844513
2930006	BA	NE	33.70527649	33.81210709	33.85379028	33.8300972	33.84650803	29.00044823	26.280756
2902104	BA	NE	33.70529556	33.77109146	33.81450272	33.82354736	33.86365128	33.87878799	30.70295334
1302009	AM	NO	33.70537186	33.78075409	33.82542419	33.8008728	28.97852707	29.00568581	39.556427
2614600	PE	NE	33.7056427	33.80466461	33.84873962	33.82888412	33.88767624	38.89194107	44.04135513
2512408	PB	NE	33.70565033	33.77327347	33.83076096	33.80844116	33.81323624	33.8542366	30.69825554
1507003	PA	NO	33.70578766	33.7912674	33.83750534	33.8080864	33.82817459	33.84702682	30.69795227
2306306	CE	NE	33.70594406	33.78539658	33.84009171	33.84415054	33.87293625	33.90886307	35.13713455
1506351	PA	NO	33.70595551	33.79782104	33.86905289	33.84825897	33.8536377	33.89011383	30.71211243
2302008	CE	NE	33.70597076	33.76884842	33.84247589	33.79019165	33.81796265	33.87394333	30.68406296
3138658	MG	SD	33.70598984	33.76476669	28.97479248	28.95559883	33.85406494	33.88341904	26.29530907
2503308	PB	NE	33.7060318	33.77067184	33.81368256	33.79665375	33.82615662	33.85911179	30.69050789
2702504	AL	NE	33.70620728	33.81735611	33.85964584	33.84495163	33.85842133	33.85876846	30.68511772
2302800	CE	NE	33.70625687	33.77675247	33.83653259	33.84533691	33.89502716	33.88951111	30.71913338
4311775	RS	SL	33.70632172	33.80470276	38.79161072	48.70875931	48.79904556	53.87062836	53.02889633
2911402	BA	NE	33.70637131	28.93694115	28.97167778	28.95448112	28.95740318	28.97242546	26.28435898
2911006	BA	NE	33.70642471	33.77308273	33.81697464	33.7953186	28.97879791	33.84481812	26.29973602
2206696	PI	NE	33.70648193	33.76521683	28.97401619	28.95450401	28.96901703	28.99585342	26.2799778
2924900	BA	NE	33.70670319	33.76675797	28.97784996	28.9586792	28.97278214	29.00021935	26.28414345
2704104	AL	NE	33.70694733	33.76722717	28.97777939	28.95918655	33.83317566	33.88243484	30.72148323
2613701	PE	NE	33.70695114	33.77921677	33.81811142	33.78876114	28.97706985	28.99299049	26.28567505
2910404	BA	NE	33.70695877	33.77046967	33.81911087	33.80429459	33.83528519	28.98578453	26.27989578
2105427	MA	NE	33.70700455	33.79669952	33.81589127	28.95742035	28.97343063	28.99949074	30.69506264
2931202	BA	NE	33.70702744	33.76644516	33.84268951	33.85267639	33.87633514	33.8901062	35.12218475
1502855	PA	NO	33.70706558	33.776371	33.81565857	33.79211044	33.80929565	33.84428787	26.2837944
4322152	RS	SL	33.7070961	38.75115967	38.79623795	38.7694931	43.73918152	43.78266525	39.57478714
2205508	PI	NE	33.70710754	33.79827499	33.84384918	33.820961	33.82077408	33.86270142	30.68760681
2923704	BA	NE	33.70724106	33.77134705	33.81349564	33.79207993	28.97278214	29.00022507	26.28016472
4109500	PR	SL	33.70724869	33.80292892	33.86787033	38.73627853	38.77419281	33.92994308	30.7083931
4312252	RS	SL	33.70732498	33.79983139	33.85437393	33.84973145	38.78258514	38.8779068	44.01543045
2303931	CE	NE	33.70734787	28.93681335	28.96712494	28.95043755	28.95474815	28.97756386	26.28212929
2709152	AL	NE	33.70738983	33.76434708	33.81126022	33.79956436	33.81301498	33.86032104	30.69176483
2613206	PE	NE	33.70743179	33.77674484	33.81699371	33.7989769	33.81283188	33.84536362	26.29086494
2924207	BA	NE	33.7074852	33.76705933	28.97972488	33.79199982	33.80901337	28.98065758	26.27989578
2313252	CE	NE	33.70751953	33.76663208	28.97546005	28.95919228	28.9742527	33.89481354	35.12952805
1503754	PA	NO	33.70782471	33.77526474	28.97568512	33.85797501	33.88833237	38.79320526	44.02082825
1503200	PA	NO	33.70783615	33.78051376	28.96755028	28.96017647	33.82004166	33.84276962	30.68830109
2919603	BA	NE	33.70783615	38.70183945	38.7677536	38.74452591	38.74787521	38.79114151	35.15054703
2608750	PE	NE	33.70793915	33.78964996	28.97019577	33.79239273	33.82679367	33.87620926	39.58454514
2110401	MA	NE	33.70805359	33.76625443	28.97503281	28.95589638	28.96123695	28.96866798	26.27989578
2927002	BA	NE	33.70814514	33.77526855	33.82012558	33.79579163	33.81033325	33.85107422	30.711483
2901205	BA	NE	33.70823288	33.77137756	33.81795502	28.95340347	28.9697113	33.84475327	26.29672813
3146750	MG	SD	33.70825958	33.79956055	33.85121918	33.83338928	33.85549164	33.9209938	30.69693184
2932705	BA	NE	33.70828629	33.7710762	33.81940079	33.8026619	33.82302856	33.84214783	30.70177269
2911857	BA	NE	33.70840073	33.76866913	28.969244	33.8102951	33.84552002	33.88686752	30.72057915
2610202	PE	NE	33.70852661	33.76908493	33.81617737	33.79759598	33.81047821	33.84529114	39.60543823
2306702	CE	NE	33.70878601	33.79447556	33.85303497	33.85770416	33.89161682	33.91693497	35.13130188
3159357	MG	SD	33.70907974	33.82280731	33.85345078	33.83337021	38.80521011	38.88721085	35.1357193
2928307	BA	NE	33.70908737	33.76705933	28.97720718	28.95941544	28.97764397	29.0009861	26.29312325
2926004	BA	NE	33.70934677	33.77383423	28.98016167	28.95997047	33.88254166	33.89788818	30.71214104
2302602	CE	NE	33.70945358	33.78899765	33.85275269	38.74328613	33.86891937	38.81964874	44.02371216
2701308	AL	NE	33.70947266	33.77674484	33.8183403	33.81019974	33.8183403	28.98726082	26.28351974
2103109	MA	NE	33.70949936	33.80178833	33.86450577	33.81776428	43.80702591	28.98632813	26.27989578
2705200	AL	NE	33.70958328	33.77822876	33.81310654	33.79216003	33.82015228	28.99640274	30.6876049
2308906	CE	NE	33.70980453	33.83625412	38.74559784	38.73194504	38.77113342	38.82239914	39.58523178
1200351	AC	NO	33.70988083	33.76568604	28.97315598	28.95243454	28.96579552	28.99154663	26.28262138
2929305	BA	NE	33.70989609	33.7770462	33.81715775	33.79550934	28.97459221	28.99117088	26.27989578
2925709	BA	NE	33.70991516	33.76771545	33.83087921	33.82197189	33.84458542	33.87218857	39.60754776
2933505	BA	NE	33.71004486	33.7743721	33.83463287	33.80653381	33.81435776	33.84617233	26.29623604
2307700	CE	NE	33.7101059	33.81076431	33.85396957	33.8409996	33.85601044	33.91269302	35.1599884
2616209	PE	NE	33.7102623	28.93295288	28.95526123	28.92504501	28.94090652	28.97281456	30.68359566
2507309	PB	NE	33.71026993	33.79881668	33.83905029	33.81010056	33.82159042	33.8514061	35.11222458
2930154	BA	NE	33.71035767	33.78256989	33.83839035	33.80919647	33.81638718	33.86014938	30.69481468
1508159	PA	NO	33.7103653	33.78606415	33.82338333	33.7976265	33.81921387	33.85678864	26.29428101
3135357	MG	SD	33.71038818	33.76834106	28.97864151	33.79542923	33.81577682	33.84819031	26.28898048
2402204	RN	NE	33.710392	33.79312134	33.83473969	33.81965256	38.74716568	38.78745651	44.02696609
1501600	PA	NO	33.71039963	33.78246307	28.97488785	28.95448494	28.97319221	29.00106812	26.29835129
2500403	PB	NE	33.71051025	33.78472519	33.83678818	33.85602951	38.76222992	38.78271866	35.11553192
2924603	BA	NE	33.7105751	33.77350235	33.81472397	33.80485153	33.83319473	33.85039902	26.29156685
2308377	CE	NE	33.71058273	28.93707848	28.97501945	28.95619965	28.97468948	33.87747192	30.7161293
3162401	MG	SD	33.7106514	33.77977753	33.82386398	33.80000687	33.81395721	33.8613205	26.28731346
2108504	MA	NE	33.71072388	33.77926636	33.82802582	33.79737473	28.97507858	29.0039978	35.13026047
2107001	MA	NE	33.71073914	33.7717247	28.97396278	28.95449448	28.97119141	29.00306129	26.28466415
2305001	CE	NE	33.71079636	28.92757797	33.89122009	33.83547211	33.8676033	33.88805771	39.58510971
2303600	CE	NE	33.71082687	33.775177	33.82595825	33.81296539	33.83699036	33.86795044	39.59474564
2303709	CE	NE	33.71092224	33.8168869	33.89027786	38.74763489	38.74423981	38.78246307	35.15792465
2411809	RN	NE	33.7109642	33.82863617	33.85590744	33.84606934	33.85078049	38.79714966	44.07896805
2901809	BA	NE	33.71099091	33.76916885	28.97712135	28.95668793	28.96715164	28.99654579	26.28534508
1300706	AM	NO	33.71101761	33.77492905	33.81332397	33.84850311	38.75617981	33.86655045	26.28784752
2106003	MA	NE	33.71102142	28.92452431	28.95722008	28.94339371	33.8380661	33.8708992	26.29132843
2304236	CE	NE	33.71113586	33.77149963	33.82067871	33.80681229	33.830513	33.85386276	26.28192902
5207907	GO	CO	33.71123123	28.93189049	28.95884323	28.95141029	28.95486641	28.99842262	35.13969803
1507607	PA	NO	33.71138763	33.78194046	28.97719765	33.78890991	33.81279373	33.86420059	30.69260406
2512804	PB	NE	33.71146393	33.76910782	28.97836494	33.80430222	33.82121277	33.87485886	30.70617867
2903805	BA	NE	33.71157837	33.79785538	38.75543976	38.73321152	33.84485626	33.87631607	26.29101372
2503506	PB	NE	33.71161652	33.76943588	33.84083939	33.87046432	33.84878922	33.84975433	26.28393555
2201200	PI	NE	33.71162033	33.78890991	33.82873917	33.80622482	33.81892014	33.86287689	30.70806694
1301704	AM	NO	33.71162415	33.77274704	33.81121826	33.79659653	33.81006622	29.0065937	57.5898819
2504355	PB	NE	33.71173096	33.79679871	33.84017563	33.80656815	33.82165527	33.85191727	26.28385353
2922409	BA	NE	33.71181107	33.79200745	33.88104248	33.87033844	38.78894043	43.80777359	39.57637024
2102903	MA	NE	33.71199036	33.77945709	33.8205452	33.80478287	33.83522797	33.86243439	26.28082275
2103125	MA	NE	33.71221924	33.76904297	28.97821617	28.95848465	28.97280312	28.99945831	26.28603172
2802700	SE	NE	33.71226501	33.76908875	28.9789753	28.95982933	28.97471428	29.00191689	26.28289223
2201606	PI	NE	33.71229172	33.76693726	28.9720211	28.95298386	28.96756363	29.00054359	26.28878212
2509107	PB	NE	33.71230316	33.77913666	38.74840546	38.73024368	33.85650253	33.88957214	30.70863914
2600054	PE	NE	33.71233749	33.77290726	28.97472382	28.96080589	33.8135643	33.87122726	30.68875885
2507903	PB	NE	33.71242523	33.77826691	33.87468719	33.84049225	33.81296158	28.98883629	26.28450584
2512309	PB	NE	33.71265411	33.80426025	33.85937881	33.83568573	33.87015152	38.81118393	39.59813309
2603900	PE	NE	33.71268082	33.81892014	33.86133194	33.84194183	33.85332108	33.88978577	30.70840073
2931301	BA	NE	33.71268845	33.77021027	28.96888924	33.80236053	33.8192482	28.97879601	30.69083214
2407302	RN	NE	33.71278381	33.81319427	33.89144135	33.8438797	28.97764587	33.84261703	30.68554878
2908606	BA	NE	33.71281433	33.76940155	33.81713104	28.95885468	28.97408676	28.99656868	26.28756142
2921609	BA	NE	33.71282578	33.7712059	28.98006058	28.95984077	33.81210709	33.84577179	26.29057884
2408201	RN	NE	33.71302795	33.77603149	33.82746887	33.80273438	33.84835434	33.927845	39.60998535
2920304	BA	NE	33.71305466	33.77248001	33.81634521	33.79483795	33.81206894	33.8449707	26.28264046
2924306	BA	NE	33.71319962	33.77005005	33.81293869	33.79005814	28.96496582	28.96866798	26.27989578
1709005	TO	NO	33.71325302	33.77972031	33.82329941	33.80448914	33.81134796	33.84981918	26.28818893
2304251	CE	NE	33.7134552	38.73014069	38.80997467	38.80278015	33.88678741	38.82053375	39.56719971
2903409	BA	NE	33.71364594	33.78380585	33.83588409	33.82368469	33.82978439	33.88093567	26.29886627
2516409	PB	NE	33.71382523	33.76612854	33.81881714	33.79675293	33.83833694	33.87276077	30.69618607
2905305	BA	NE	33.7143364	33.77215576	33.82115173	33.80130386	33.83350372	33.89803696	26.29518318
2922805	BA	NE	33.71458817	33.77104568	33.81262207	33.78965378	28.97694397	29.00369263	26.2840023
2802809	SE	NE	33.71474838	33.7859993	33.82804108	33.80701447	33.83003235	33.85325623	30.70687103
2933059	BA	NE	33.7147522	38.73674393	38.84413147	38.79515457	33.82523727	33.86276245	30.69296455
5205455	GO	CO	33.71479416	33.7881546	33.83312225	33.8036232	33.81648636	33.85125351	35.13278198
2929750	BA	NE	33.71479797	33.77069092	33.8291626	33.84268951	38.7621727	38.83118439	44.04270935
2104073	MA	NE	33.71496201	33.77165985	28.97931862	28.95997429	28.97504616	29.00205803	30.68461037
